01/01/11,0
02/01/11,0
03/01/11,0
04/01/11,0
05/01/11,0
06/01/11,0
07/01/11,0
08/01/11,0
09/01/11,0
10/01/11,0
11/01/11,0
12/01/11,0
13/01/11,0
14/01/11,0
15/01/11,0
16/01/11,0
17/01/11,0
18/01/11,0
19/01/11,0
20/01/11,0
21/01/11,0
22/01/11,0
23/01/11,0
24/01/11,0
25/01/11,0
26/01/11,0
27/01/11,0
28/01/11,0
29/01/11,0
30/01/11,0
31/01/11,0
01/02/11,0
02/02/11,0
03/02/11,0
04/02/11,0
05/02/11,0
06/02/11,0
07/02/11,0
08/02/11,0
09/02/11,0
10/02/11,0
11/02/11,0
12/02/11,0
13/02/11,0
14/02/11,0
15/02/11,0
16/02/11,0
17/02/11,0
18/02/11,0
19/02/11,0
20/02/11,0
21/02/11,0
22/02/11,0
23/02/11,0
24/02/11,0
25/02/11,0
26/02/11,0
27/02/11,0
28/02/11,0
01/03/11,0
02/03/11,0
03/03/11,0
04/03/11,0
05/03/11,0
06/03/11,0
07/03/11,0
08/03/11,0
09/03/11,0
10/03/11,0
11/03/11,0
12/03/11,0
13/03/11,0
14/03/11,0
15/03/11,0
16/03/11,0
17/03/11,0
18/03/11,0
19/03/11,0
20/03/11,0
21/03/11,0
22/03/11,0
23/03/11,0
24/03/11,0
25/03/11,0
26/03/11,0
27/03/11,0
28/03/11,0
29/03/11,0
30/03/11,0
31/03/11,0
01/04/11,0
02/04/11,0
03/04/11,0
04/04/11,0
05/04/11,0
06/04/11,0
07/04/11,0
08/04/11,0
09/04/11,0
10/04/11,0
11/04/11,0
12/04/11,0
13/04/11,0
14/04/11,0
15/04/11,0
16/04/11,0
17/04/11,0
18/04/11,0
19/04/11,0
20/04/11,0
21/04/11,0
22/04/11,0
23/04/11,0
24/04/11,0
25/04/11,0
26/04/11,0
27/04/11,0
28/04/11,0
29/04/11,0
30/04/11,0
01/05/11,0
02/05/11,0
03/05/11,0
04/05/11,0
05/05/11,0
06/05/11,0
07/05/11,0
08/05/11,0
09/05/11,0
10/05/11,0
11/05/11,0
12/05/11,0
13/05/11,0
14/05/11,0
15/05/11,0
16/05/11,0
17/05/11,0
18/05/11,0
19/05/11,0
20/05/11,0
21/05/11,0
22/05/11,0
23/05/11,0
24/05/11,0
25/05/11,0
26/05/11,0
27/05/11,0
28/05/11,0
29/05/11,0
30/05/11,0
31/05/11,0
01/06/11,0
02/06/11,0
03/06/11,0
04/06/11,0
05/06/11,0
06/06/11,0
07/06/11,0
08/06/11,0
09/06/11,0
10/06/11,0
11/06/11,0
12/06/11,0
13/06/11,0
14/06/11,0
15/06/11,0
16/06/11,0
17/06/11,0
18/06/11,0
19/06/11,0
20/06/11,0
21/06/11,0
22/06/11,0
23/06/11,0
24/06/11,0
25/06/11,0
26/06/11,0
27/06/11,0
28/06/11,0
29/06/11,0
30/06/11,0
01/07/11,0
02/07/11,0
03/07/11,0
04/07/11,0
05/07/11,0
06/07/11,0
07/07/11,0
08/07/11,0
09/07/11,0
10/07/11,0
11/07/11,0
12/07/11,0
13/07/11,0
14/07/11,0
15/07/11,0
16/07/11,0
17/07/11,0
18/07/11,0
19/07/11,0
20/07/11,0
21/07/11,0
22/07/11,0
23/07/11,0
24/07/11,0
25/07/11,0
26/07/11,0
27/07/11,0
28/07/11,0
29/07/11,0
30/07/11,0
31/07/11,0
01/08/11,0
02/08/11,0
03/08/11,0
04/08/11,0
05/08/11,0
06/08/11,0
07/08/11,0
08/08/11,0
09/08/11,0
10/08/11,0
11/08/11,0
12/08/11,0
13/08/11,0
14/08/11,0
15/08/11,0
16/08/11,0
17/08/11,0
18/08/11,0
19/08/11,0
20/08/11,0
21/08/11,0
22/08/11,0
23/08/11,0
24/08/11,0
25/08/11,0
26/08/11,0
27/08/11,0
28/08/11,0
29/08/11,0
30/08/11,0
31/08/11,0
01/09/11,0
02/09/11,0
03/09/11,0
04/09/11,0
05/09/11,0
06/09/11,0
07/09/11,0
08/09/11,0
09/09/11,0
10/09/11,0
11/09/11,0
12/09/11,0
13/09/11,0
14/09/11,0
15/09/11,0
16/09/11,0
17/09/11,0
18/09/11,0
19/09/11,0
20/09/11,0
21/09/11,0
22/09/11,0
23/09/11,0
24/09/11,0
25/09/11,0
26/09/11,0
27/09/11,0
28/09/11,0
29/09/11,0
30/09/11,0
01/10/11,0
02/10/11,0
03/10/11,0
04/10/11,0
05/10/11,0
06/10/11,0
07/10/11,0
08/10/11,0
09/10/11,0
10/10/11,34
11/10/11,5
12/10/11,1
13/10/11,7
14/10/11,11
15/10/11,10
16/10/11,2
17/10/11,0
18/10/11,1
19/10/11,7
20/10/11,0
21/10/11,0
22/10/11,4
23/10/11,8
24/10/11,16
25/10/11,5
26/10/11,0
27/10/11,0
28/10/11,0
